mysql> \. Update.sql
Query OK, 284 rows affected (0.23 sec)

Query OK, 834 rows affected (0.06 sec)

Query OK, 1 row affected (0.04 sec)
Rows matched: 1  Changed: 1  Warnings: 0

Query OK, 27 rows affected (0.03 sec)
Rows matched: 27  Changed: 27  Warnings: 0

Query OK, 23 rows affected (0.07 sec)
Records: 23  Duplicates: 0  Warnings: 0

Query OK, 1 row affected (0.06 sec)
Records: 1  Duplicates: 0  Warnings: 0

mysql> \. selectSynthaticData.sql
ERROR: 
Failed to open file 'selectSynthaticData.sql', error: 2
mysql> \. selectSyntheticData.sql
+-----------------+-------+-----------------+-----------+--------------+--------------+----------------+
| employee_number | name  | location        | ssn       | home_address | phone_number | designation    |
|             204 |        204112233 |                     451 | 2013-05-14    |
|             204 |        204112233 |                     473 | 2013-08-07    |
|             207 |        207112233 |                     222 | 2013-01-27    |
|             207 |        207112233 |                     263 | 2013-02-25    |
|             207 |        207112233 |                     273 | 2013-06-06    |
|             207 |        207112233 |                     333 | 2013-03-07    |
|             207 |        207112233 |                     342 | 2013-07-03    |
|             207 |        207112233 |                     350 | 2013-05-20    |
|             207 |        207112233 |                     391 | 2013-10-22    |
|             207 |        207112233 |                     409 | 2013-08-29    |
|             207 |        207112233 |                     424 | 2013-10-11    |
|             207 |        207112233 |                     462 | 2013-02-16    |
|             207 |        207112233 |                     479 | 2013-08-25    |
|             207 |        207112233 |                     484 | 2013-06-05    |
|             211 |        211112233 |                     213 | 2013-03-01    |
|             211 |        211112233 |                     235 | 2013-02-05    |
|             211 |        211112233 |                     262 | 2013-07-20    |
|             211 |        211112233 |                     264 | 2013-01-07    |
|             211 |        211112233 |                     278 | 2013-06-19    |
|             211 |        211112233 |                     299 | 2013-06-24    |
|             211 |        211112233 |                     305 | 2013-09-13    |
|             211 |        211112233 |                     314 | 2013-06-20    |
|             211 |        211112233 |                     320 | 2013-08-25    |
|             211 |        211112233 |                     332 | 2013-06-25    |
|             211 |        211112233 |                     350 | 2013-06-20    |
|             211 |        211112233 |                     353 | 2013-10-07    |
|             211 |        211112233 |                     375 | 2013-01-14    |
|             211 |        211112233 |                     382 | 2013-06-01    |
|             211 |        211112233 |                     385 | 2013-03-07    |
|             211 |        211112233 |                     413 | 2013-01-04    |
|             211 |        211112233 |                     431 | 2013-05-10    |
|             211 |        211112233 |                     434 | 2013-04-13    |
